Video title: Google en OpenAI kondigen nieuwe modellen aan — dit is de belangrijkste AI week van het jaar ｜ ✨ ...
Youtube video code: uSpTxPuIAXQ
Last modified time: 2024-12-12 20:12:50

------------------ 

[0.00 --> 1.16]  18 plus speelbewust.
[4716.42 --> 4719.56]  Dan kan je dus nu die error afvangen en dan zit daar een knopje bij.
[4719.56 --> 4721.34]  En dat vond ik echt ik wil dat op een t-shirt.
[4721.34 --> 4723.20]  De knopje luidt fix bug.
[4723.56 --> 4724.16]  Wauw.
[4724.18 --> 4724.98]  En dan gaat hij dat doen.
[4725.44 --> 4726.76]  Ik vind dat toch wel de toekomst.
[4726.76 --> 4732.14]  En dan loop jij overdag en dan loop jij buiten en dan zie jij die samenleving en dan zie je toch wat dingen misgaan.
[4732.22 --> 4733.44]  En dan denk jij fix bug.
[4733.50 --> 4733.94]  Fix bug.
[4734.50 --> 4736.80]  Nou de 12 days of shipment zijn nog bezig.
[4737.02 --> 4737.78]  We zijn op de helft.
[4738.34 --> 4740.84]  Dus we zijn nog maar op de helft zou ik zeggen.
[4741.02 --> 4742.44]  Denk je dat ze Orion nog gaan droppen?
[4742.54 --> 4742.90]  Orion.
[4743.58 --> 4745.46]  Het GPT-4 in een halfachtig ding.
[4745.56 --> 4748.94]  Ja nou dat is wel waar Sam Altman naar lijkt te hinten op Twitter.
[4748.94 --> 4758.42]  Er was een iemand op Twitter die spotte met een scherp oog op de open airwebset een verstopte verwijzing naar een limited preview van GPT-4 in een half.
[4759.24 --> 4763.48]  En Sam Altman leek dit direct of indirect te bevestigen toen iemand dat opmerkte.
[4764.10 --> 4766.70]  En ook zei dat de prestaties van O1 zouden aflakken.
[4766.70 --> 4769.28]  De antwoorden hij veel betekenend 12 days of shipment.
[4769.78 --> 4771.38]  En dit was pas dag 1.
[4771.74 --> 4777.00]  En misschien kunnen wij onszelf dan eventjes indekken voor als dit waarschijnlijk over een uur geloven wordt.
[4777.00 --> 4778.46]  Want dat is ons leven inmiddels.
[4779.10 --> 4780.94]  Er is natuurlijk nog steeds een kans.
[4781.38 --> 4783.22]  Want in de LM Arena.
[4783.40 --> 4784.28]  LM SIS Arena.
[4784.44 --> 4788.64]  Dat is eigenlijk de arena waar taalmodellen subjectief worden getest aan de hand van mensen.
[4788.92 --> 4791.28]  Dus mensen die praten de hele dag met taalmodellen.
[4791.74 --> 4793.04]  Die weten niet waar ze mee praten.
[4793.14 --> 4794.02]  En die ranken die dan.
[4794.36 --> 4797.70]  En daar rankt Gemini 2 heel hoog nu.
[4798.32 --> 4799.66]  Eigenlijk zijn ze er.
[4800.32 --> 4802.28]  Bol loopt voorop in de wedstrijd.
[4802.74 --> 4805.26]  En dan heb je natuurlijk toch kans dat de echte bol nog komt.
[4805.50 --> 4805.66]  Namelijk.
[4806.08 --> 4808.46]  En dat is GPT-4 in een half ineens weer.
[4808.62 --> 4808.86]  Woep.
[4809.18 --> 4810.16]  Gemini wegblaast.
[4810.28 --> 4812.64]  En dan blijkt Google toch weer zes maanden achter te lopen.
[4813.74 --> 4814.14]  Ja.
[4814.44 --> 4815.50]  Ik wil het toch even indekken.
[4815.50 --> 4815.74]  Ja.
[4816.12 --> 4817.42]  Ja, dit zal weer gaan gebeuren.
[4817.96 --> 4818.48]  Nou, hoe dan ook.
[4818.54 --> 4823.54]  Straks gaan we nog even hebben over hoe OnlyFans makers gered worden door de hulp van AI.
[4823.70 --> 4824.88]  Dat wil ik toch nog even teasen.
[4825.14 --> 4826.24]  Eerste tip van de week.
[4826.24 --> 4831.02]  Want dat Canvas, dat hebben wij verder uitgewerkt in onze Newsbrief AI Report.
[4831.74 --> 4838.48]  En we hebben helemaal uitgewerkt hoe je Canvas eigenlijk kan gebruiken om je te helpen als redacteur met teksten.
[4838.70 --> 4840.60]  Hoe je teksten het beste kan verfijnen.
[4840.92 --> 4846.82]  Hoe je een effectieve redacteur maakt van ChatGPT.
[4846.96 --> 4848.20]  Daar zijn allemaal prompt voor.
[4848.38 --> 4850.22]  Die hebben we voor je op een rijtje gezet.
[4850.76 --> 4855.98]  Die zelfs doorlopen tot dat alle punten en commas op het eind helemaal goed staan.
[4856.24 --> 4861.30]  En daarmee kun je eigenlijk ChatGPT in je workflow verwerken in de praktijk.
[4861.42 --> 4864.20]  Want het is leuk dat het op theoretisch niveau kan allemaal.
[4864.36 --> 4866.86]  Maar je moet nog maar productiviteitswinst eruit halen.
[4867.36 --> 4869.22]  Dat doen we in onze Newsbrief AI Report.
[4869.42 --> 4872.52]  Wil je dat weten en wil je daarop abonneren?
[4872.58 --> 4873.70]  Dan ga je naar AI Report.
[4873.70 --> 4874.82]  punt e-mail.
[4876.82 --> 4881.10]  Oké Witte, als toetje van deze lange, lange, lange aflevering.
[4881.58 --> 4883.82]  Toch nog even iets frivols.
[4884.14 --> 4889.64]  Je had het vorige week over YouTubers die geautomatiseerd comments kunnen plaatsen.
[4889.76 --> 4891.00]  Omdat YouTube AI gebruikt.
[4891.00 --> 4892.94]  getraind op individuele creators.
[4893.60 --> 4897.26]  En die dus in de tone of voice van een specifieke YouTuber kunnen reageren op gebruikers.
[4897.80 --> 4901.06]  Datzelfde probleem blijkt te hebben OnlyFans makers.
[4902.04 --> 4904.40]  Die gesprekken voeren met fans.
[4905.00 --> 4906.32]  En heb ik mij laten vertellen Witte.
[4906.60 --> 4908.68]  Heel veel geld verdienen aan die gesprekken met fans.
[4908.94 --> 4910.30]  Je hoorde van een vriend van een vriend.
[4910.30 --> 4911.50]  Ja, ik hoorde van een vriend van een vriend.
[4911.58 --> 4914.96]  Dat ze zeg maar, je hebt inkomsten uit de paywall bij OnlyFans.
[4915.08 --> 4916.48]  Dus daar kun je je voetofoto's op zetten.
[4917.06 --> 4918.96]  Tenminste, dat is hypothetisch.
[4919.46 --> 4923.84]  En dan kun je ook nog geld verdienen door mensen individueel toe te spreken.
[4924.24 --> 4925.30]  Die dan tippen.
[4926.44 --> 4928.30]  Voor extra dingen één op één zeg maar.
[4928.76 --> 4932.18]  En dat is iets waar dus AI bij ingezet wordt tegenwoordig.
[4932.28 --> 4935.30]  En dat is een vervolg op een lange tradities.
[4936.12 --> 4938.58]  Waarbij chatters, ik ben in deze wereld gedoken.
[4938.58 --> 4939.62]  Ik vind het iets fascinerends.
[4939.62 --> 4943.62]  Dat chatters uit landen als Filipijnen, Pakistan en India ingehuurd werden.
[4943.76 --> 4947.14]  Om de OnlyFans creators, hoe moet je dat noemen?
[4948.98 --> 4949.38]  Imbiteerden.
[4949.52 --> 4951.68]  Om dus voor hen met die fans te praten.
[4951.76 --> 4954.30]  Want het was niet te doen om dat door de creators zelf te laten doen.
[4954.40 --> 4956.90]  Dus daar werden mensen uit de Filipijnen voor gebruikt.
[4957.50 --> 4960.12]  En die worden dus nu overbodig gemaakt door AI.
[4960.28 --> 4961.82]  En dat biedt allerlei voordelen.
[4962.04 --> 4963.52]  Anders dan economische voordelen.
[4963.92 --> 4965.58]  Ik weet hoe cynisch het allemaal is hoor.
[4965.58 --> 4969.58]  Maar bijvoorbeeld dat er tools zijn zoals Flirtflow.
[4969.62 --> 4972.68]  Chatter Charms en Super Creator.
[4973.34 --> 4980.14]  Die helpen bij het in kaart brengen van wie waarschijnlijk het meeste geld gaat uitvoeren tijdens een op een gesprekken.
[4980.64 --> 4983.04]  En die zet hij dan bovenaan in de inbox.
[4983.04 --> 4987.32]  Is het in OnlyFans gebouwd of zijn het externe tools?
[4987.42 --> 4990.78]  Het zijn externe tools, maar die wel inhaken op OnlyFans.
[4990.86 --> 4996.10]  Omdat de gebruikersvoorwaarden van OnlyFans wel vereisen dat er nog een mens op oké drukt.
[4996.86 --> 4999.94]  Dus je mag AI gebruiken om een draft te schrijven.
[5000.04 --> 5001.04]  Dat is wat die tools doen.
[5001.22 --> 5003.76]  En die gaan dus ook bedenken waar ze op moeten reageren.
[5003.82 --> 5008.54]  Die houden dus ook bij welke gebruiker in het verleden heeft geld gegeven tijdens een een-op-een gesprek.
[5008.54 --> 5011.92]  Maar is na lange tijd weer opeens opnieuw online gekomen.
[5012.08 --> 5013.60]  Die gaat die bot gelijk op af.
[5013.84 --> 5016.54]  Omdat die indexeert wie die goed geld kan aftroggelen.
[5017.82 --> 5021.12]  En dan moet er dus wel nog iemand zijn bij de redactie.
[5021.20 --> 5022.54]  Stel ik mezelf voor van die creator.
[5023.02 --> 5024.42]  Die dan op oké drukt.
[5025.32 --> 5025.44]  Nou.
[5026.18 --> 5030.26]  Is dit de dystopie waar je op het eind even de week mee kan insturen?
[5030.28 --> 5032.38]  Ik weet niet of ik dit zo snel in Europa wil hebben.
[5032.50 --> 5033.08]  Ja precies.
[5033.30 --> 5034.28]  Nou zijn we toch weer terug.
[5034.42 --> 5035.74]  Nou als kers op de taart.
[5036.14 --> 5036.82]  Nog een reclame.
[5036.82 --> 5040.08]  Blijf erbij.
[5040.26 --> 5043.32]  Want we krijgen een ongelooflijk mooie einde van deze aflevering.
[5043.50 --> 5048.80]  Hoeveel uur kost het je om gegevens handmatig te laten verwijderen bij grote datamakelaars?
[5048.86 --> 5049.68]  Dat hebben we uitgezocht.
[5049.78 --> 5051.36]  Meer dan 131 uur.
[5051.44 --> 5053.76]  Dat is bijna 5,5 dagen non-stop werk.
[5054.24 --> 5056.56]  En gelukkig is er een bedrijf die dat voor jou doet.
[5056.68 --> 5057.86]  Als je dat belangrijk vindt.
[5057.86 --> 5059.68]  Dat jouw data niet overal rondzwerven.
[5060.16 --> 5061.04]  En dat doet InCogni.
[5061.04 --> 5066.96]  Met meer dan 20 miljoen succesvolle dataverwijderingen en dekking van meer dan 175 datamakelaars.
[5067.00 --> 5069.18]  Ik wist niet eens wat ze 175 datamakelaars waren.
[5069.38 --> 5069.56]  Maar oké.
[5069.90 --> 5072.38]  Is InCogni de expert het beschermen van jouw privacy.
[5072.66 --> 5074.84]  Zodra je je aanmeldt zie je direct resultaat.
[5075.02 --> 5076.16]  Minder spamtelefantjes.
[5076.36 --> 5077.42]  Minder ongevraagde e-mails.
[5077.58 --> 5078.38]  En phishingpogingen.
[5078.88 --> 5081.56]  Je persoonlijke gegevens worden moeilijker vindbaar voor cybercriminelen.
[5081.56 --> 5086.86]  En voor bedrijven die de gebruiken voor hun foute malafide praktijken.
[5087.56 --> 5088.54]  Maar het gaat verder dan dat.
[5088.74 --> 5091.48]  Door je data te beschermen verklein je ook je financiële risico's.
[5091.78 --> 5097.92]  Verzekeraars, banken en potentiële werkgevers krijgen geen toegang meer tot jouw achtergrondgegevens zonder jouw toestemming.
[5098.68 --> 5099.86]  Wil jij ook je privacy terug?
[5099.94 --> 5101.34]  Ga dan nu naar incogni.com.
[5101.42 --> 5106.18]  En krijg 60% korting op jouw InCogni account.
[5108.34 --> 5109.72]  Wiese, ik haal adem.
[5109.94 --> 5110.32]  Mijn god.
[5111.56 --> 5114.52]  En dit was denk ik een kwart van de aankondigingen.
[5115.12 --> 5115.80]  We hebben echt ons best.
[5115.92 --> 5116.28]  Sorry man.
[5116.84 --> 5118.46]  Zouden wij echt een kwart besproken?
[5118.52 --> 5119.14]  Ja, ik denk het wel.
[5119.46 --> 5121.44]  Ja, want ik was eigenlijk nog niet helemaal klaar.
[5121.52 --> 5122.06]  Het was echt veel.
[5122.12 --> 5122.96]  En er kwam nog meer bij.
[5123.12 --> 5124.54]  En die 12 dagen zijn nog niet klaar.
[5124.66 --> 5125.14]  Dus, hé.
[5126.30 --> 5127.40]  Dit was Poki.
[5127.60 --> 5128.96]  Met Dang en Sam Hengeveld voor de edit.
[5129.22 --> 5131.36]  Wil je een lezing van Wiese of van mij over AI?
[5131.48 --> 5131.84]  Dat kan.
[5132.06 --> 5133.88]  Daarvoor kun je meedoen naar lezing.poki.show.
[5134.00 --> 5136.52]  Vergeet je niet te abonneren op AI-report.email.
[5137.24 --> 5139.00]  Volgende week zijn we bij je terug.
[5139.00 --> 5141.96]  En dan gaan we bespreken niet wat we vandaag gemist hebben.
[5141.96 --> 5143.46]  Want dat is gewoon weg.
[5143.96 --> 5145.84]  Maar wel al het nieuwe wat dan is uitgekomen.
[5146.18 --> 5146.42]  Tot dan.
[5146.68 --> 5147.04]  Tot dan.
[5147.04 --> 5166.26]  18 plus speelbewust.
[5166.50 --> 5169.10]  1 januari valt die gegarandeerd.
[5169.42 --> 5172.72]  De postcode kan je van 59,7 miljoen.
[5172.72 --> 5175.10]  Het kan overal in Nederland gebeuren.
[5175.34 --> 5176.84]  Dus ook bij u in de straat.
[5177.64 --> 5179.70]  59,7 miljoen.
[5179.98 --> 5180.80]  Speel ook mee.
[5181.86 --> 5184.46]  Ga naar postcode loterij.nl.
